image_id,model,method,lesion_type,predicted_grade,iou,dice
IDRiD_55,vit_b16,attention_rollout,MA,2,0.0017612293370337642,0.00351626572371811
IDRiD_55,vit_b16,attention_rollout,HE,2,0.01780569277096909,0.03498839296623152
IDRiD_55,vit_b16,attention_rollout,EX,2,0.08067150459402442,0.14929884659877335
IDRiD_55,vit_b16,attention_rollout,SE,2,0.0004925493218924607,0.0009846136729879653
IDRiD_56,vit_b16,attention_rollout,MA,1,0.00151995953556321,0.003035305529543443
IDRiD_56,vit_b16,attention_rollout,HE,1,0.01761560478845648,0.03462133384269091
IDRiD_56,vit_b16,attention_rollout,EX,1,0.003413424041130826,0.006803624427075448
IDRiD_56,vit_b16,attention_rollout,SE,1,0.0006853329826805769,0.0013697272461021238
IDRiD_57,vit_b16,attention_rollout,MA,4,0.0002785600075100344,0.0005569648668825672
IDRiD_57,vit_b16,attention_rollout,HE,4,0.0002289789214408929,0.00045785300419470685
IDRiD_57,vit_b16,attention_rollout,EX,4,0.008116734829943375,0.016102767763918863
IDRiD_58,vit_b16,attention_rollout,MA,0,0.0011061319088361986,0.002209819465848455
IDRiD_58,vit_b16,attention_rollout,HE,0,0.016263396793203568,0.03200626303086848
IDRiD_58,vit_b16,attention_rollout,EX,0,0.013349017281618537,0.026346336857222666
IDRiD_59,vit_b16,attention_rollout,MA,2,0.0015198469219842106,0.003035080985474675
IDRiD_59,vit_b16,attention_rollout,HE,2,0.01147859588170063,0.022696665907586108
IDRiD_59,vit_b16,attention_rollout,EX,2,0.01287120036373889,0.025415275622639143
IDRiD_59,vit_b16,attention_rollout,SE,2,0.021652610886564814,0.042387423388024655
IDRiD_60,vit_b16,attention_rollout,MA,1,0.0013949734025961538,0.002786060325140708
IDRiD_60,vit_b16,attention_rollout,HE,1,0.005806762749297805,0.011546477841181844
IDRiD_60,vit_b16,attention_rollout,EX,1,0.008420335269758888,0.016700050515158233
IDRiD_60,vit_b16,attention_rollout,SE,1,0.012298614681027581,0.024298392791741275
IDRiD_61,vit_b16,attention_rollout,MA,4,0.0025041374633836197,0.004995764844860968
IDRiD_61,vit_b16,attention_rollout,HE,4,0.1083201719140109,0.19546729304213176
IDRiD_61,vit_b16,attention_rollout,EX,4,0.005614707187900358,0.011166716532222001
IDRiD_61,vit_b16,attention_rollout,SE,4,0.003035525737118044,0.006052678413134519
IDRiD_62,vit_b16,attention_rollout,MA,2,0.00030297373044629183,0.0006057639303348404
IDRiD_62,vit_b16,attention_rollout,HE,2,9.364746053299812e-06,1.8729316711304873e-05
IDRiD_62,vit_b16,attention_rollout,EX,2,0.006105800113411771,0.012137491132092677
IDRiD_63,vit_b16,attention_rollout,MA,0,0.0002867016708407687,0.0005732389931044234
IDRiD_63,vit_b16,attention_rollout,HE,0,0.0001090179195533258,0.00021801207188413727
IDRiD_63,vit_b16,attention_rollout,EX,0,0.018748645901395074,0.0368072065211064
IDRiD_64,vit_b16,attention_rollout,MA,2,0.0014845808093759288,0.002964760192665425
IDRiD_64,vit_b16,attention_rollout,HE,2,0.00227235857119351,0.004534413329392641
IDRiD_64,vit_b16,attention_rollout,EX,2,0.015193970768063447,0.02993313830768355
IDRiD_64,vit_b16,attention_rollout,SE,2,0.0,0.0
IDRiD_65,vit_b16,attention_rollout,MA,3,0.0022494349859201973,0.0044887727693292195
IDRiD_65,vit_b16,attention_rollout,HE,3,0.004746374435516682,0.009447905573549891
IDRiD_65,vit_b16,attention_rollout,EX,3,0.011147648364428131,0.022049496693108867
IDRiD_66,vit_b16,attention_rollout,MA,2,0.0018197776850249457,0.0036329442192287982
IDRiD_66,vit_b16,attention_rollout,HE,2,0.0049645579558089395,0.009880065752581983
IDRiD_66,vit_b16,attention_rollout,EX,2,0.1829645065930179,0.3093321998644956
IDRiD_67,vit_b16,attention_rollout,MA,4,0.0012424296194689618,0.0024817758071662187
IDRiD_67,vit_b16,attention_rollout,HE,4,0.03304585182175224,0.06397751225364615
IDRiD_67,vit_b16,attention_rollout,EX,4,0.005261082705111467,0.010467097146453008
IDRiD_67,vit_b16,attention_rollout,SE,4,0.002401281522720907,0.004791058365514427
IDRiD_68,vit_b16,attention_rollout,MA,1,0.0011083439704600297,0.0022142338082295192
IDRiD_68,vit_b16,attention_rollout,HE,1,0.028361519999296675,0.05515865665474545
IDRiD_68,vit_b16,attention_rollout,EX,1,0.0027803812703258383,0.005545344369030517
IDRiD_68,vit_b16,attention_rollout,SE,1,0.007532077912828792,0.014951539663991648
IDRiD_69,vit_b16,attention_rollout,MA,2,0.0014925569530784457,0.002980665093746422
IDRiD_69,vit_b16,attention_rollout,HE,2,0.03198435821740277,0.06198612985307436
IDRiD_69,vit_b16,attention_rollout,EX,2,0.00579477056251227,0.011522769320567098
IDRiD_70,vit_b16,attention_rollout,MA,2,0.0009762670417861008,0.0019506297480384642
IDRiD_70,vit_b16,attention_rollout,HE,2,0.01578560222993003,0.031080578805756397
IDRiD_70,vit_b16,attention_rollout,EX,2,0.01022375456551055,0.020240574465421688
IDRiD_70,vit_b16,attention_rollout,SE,2,0.0035666980082364004,0.007108043770912629
IDRiD_71,vit_b16,attention_rollout,MA,0,0.005939952925970779,0.011809756454534446
IDRiD_71,vit_b16,attention_rollout,HE,0,0.01274371018595972,0.02516670320000254
IDRiD_71,vit_b16,attention_rollout,EX,0,0.08425784278924668,0.15542030587944633
